Company Name,Funding Round,Amount,Date,RupeesAmount
Asian Hotels West,Private Equity,"₹800,000,000","Jul 1, 2010",800000000
Vayavya Labs,Seed,"$330,000","Dec 1, 2006",24750000
ShopClues,Series A,"$4,000,000","Jan 1, 2012",300000000
Nazara Technologies,Seed,—,"Apr 1, 2002",0
MNGL,Venture - Series Unknown,"₹400,000,000","Apr 1, 2009",400000000
Pride Group of Hotels,Private Equity,—,"Oct 4, 2007",0
Lexsphere,Venture - Series Unknown,"₹86,900,000","May 1, 2005",86900000
A N Buildwell,Venture - Series Unknown,—,"Aug 1, 2008",0
Tema India,Private Equity,"$12,000,000","Apr 6, 2005",900000000
Vana Vidyut,Venture - Series Unknown,"₹180,000,000","Apr 9, 2012",180000000
HealthCare Global,Venture - Series Unknown,—,"May 2, 2011",0
National Science & Technology Entrepreneurship Development Board,Grant,"$49,549","Oct 19, 2007",3716175
Coastal Projects,Private Equity,"₹2,326,900,000","Dec 1, 2009",2326900000
Althea Systems,Series A,"$3,000,000","Nov 17, 2010",225000000
Tecpro Systems,Private Equity,—,"Jul 1, 2006",0
Nadhi,Seed,—,"Oct 1, 2008",0
Om Pizzas and Eats,Venture - Series Unknown,"₹500,000,000","Dec 27, 2010",500000000
Abhay Nutrition,Venture - Series Unknown,"₹260,000,000","Aug 10, 2011",260000000
Yatra,Series B,"$17,000,000","Jul 29, 2008",1275000000
Pranav Construction Systems,Venture - Series Unknown,"₹500,000,000","Feb 19, 2009",500000000
Shweta Buildwell,Venture - Series Unknown,—,"Jun 23, 2006",0
ERisk,Series A,"$14,500,000","Jun 27, 2000",1087500000
IceNet,Seed,"₹40,000,000","Jun 1, 2001",40000000
CarveNiche,Seed,"₹10,000,000","Feb 23, 2012",10000000
Brand Calculus,Venture - Series Unknown,—,"May 8, 2009",0
SIGNATURE SMILES,Venture - Series Unknown,—,"Jun 3, 2011",0
ColdEx,Private Equity,"$10,000,000","Dec 24, 2010",750000000
National Stock Exchange,Private Equity,—,"Mar 10, 2007",0
Robo Silicon,Private Equity,—,"Dec 1, 2007",0
KOTTED,Series A,"$1,000,000","Jan 1, 2006",75000000
IMC,Private Equity,"$50,000,000","Oct 12, 2010",3750000000
Smart Order,Seed,"$31,000","Feb 1, 2012",2325000
Jubilant Life Sciences,Private Equity,—,"Jul 7, 2005",0
Roof For Two,Grant,—,"Nov 1, 2011",0
Nogle Technologies,Angel,"$250,000","Mar 1, 2011",18750000
Wipro,Post-IPO Equity,—,"Sep 1, 2007",0
Innobits,Venture - Series Unknown,"$398,000","Nov 23, 2007",29850000
Bhilwara Energy,Private Equity,"₹1,050,000,000","Jul 3, 2007",1050000000
SIRO Clinpharm,Venture - Series Unknown,"₹150,000,000","Jun 26, 2006",150000000
InMobi,Series C,"$200,000,000","Sep 15, 2011",15000000000
Via.com,Venture - Series Unknown,"$11,000,000","Oct 27, 2009",825000000
Playzio,Non-equity Assistance,—,"Jun 1, 2012",0
Ramprastha Group,Venture - Series Unknown,—,"May 13, 2010",0
Timbor Home,Venture - Series Unknown,—,"Jul 18, 2007",0
Suvidhaa,Series B,"$7,000,000","Aug 18, 2010",525000000
A LITTLE WORLD,Series A,"$2,000,000","Mar 1, 2007",150000000
People Matters,Seed,"₹40,000,000","May 8, 2012",40000000
LetsBuy.com,Series A,"$6,000,000","Jan 18, 2011",450000000
Textual Analytics Solutions,Seed,"$250,000","Jun 18, 2008",18750000
The Family Doctor,Series A,"$2,000,000","Jan 1, 2011",150000000
Yebhi,Series A,"₹100,000,000","Feb 10, 2011",100000000
Kanakia Spaces,Venture - Series Unknown,—,"Aug 1, 2008",0
BASIX Krishi Samruddhi,Venture - Series Unknown,"₹90,000,000","May 11, 2012",90000000
Avesthagen,Venture - Series Unknown,"$5,530,000","May 7, 2007",414750000
Reasoning Global eApplications Ltd.,Venture - Series Unknown,"$1,000,000","Jan 1, 2009",75000000
Axis Bank,Post-IPO Equity,"₹3,700,000,000","Aug 31, 2006",3700000000
ABC Live,Debt Financing,"$25,000","Jan 5, 2007",1875000
Komli Media,Series B,"$6,000,000","Jul 14, 2010",450000000
iPolicy Networks,Venture - Series Unknown,"$3,000,000","Nov 3, 2006",225000000
Monarch Innovative Technologies,Venture - Series Unknown,"$5,500,000","Sep 28, 2010",412500000
inTarvo,Venture - Series Unknown,"$7,900,000","Oct 16, 2007",592500000
Aditya Birla Fashion and Retail,Venture - Series Unknown,—,"Mar 1, 2005",0
Flipkart,Series C,"$20,000,000","Jun 16, 2011",1500000000
IndiaMART,Venture - Series Unknown,—,"Jan 1, 2007",0
MyNewDeals.com,Seed,"$200,000","Jan 1, 2010",15000000
SEACO,Private Equity,"₹794,300,000","Mar 1, 2011",794300000
dateIITians,Seed,"$20,000","Jan 22, 2012",1500000
Raykal Aluminium Company Pvt Ltd,Funding Round,—,"Jun 11, 2012",0
Myntra,Series C,"$20,750,000","Aug 1, 2011",1556250000
Stockezy,Angel,"$100,000","Jan 4, 2011",7500000
UshaComm,Venture - Series Unknown,"$8,000,000","Aug 9, 2001",600000000
Mowbly,Angel,—,"Mar 31, 2012",0
Sattva,Venture - Series Unknown,"₹400,000,000","Nov 1, 2008",400000000
VerSe Innovation,Venture - Series Unknown,"₹30,000,000","Sep 29, 2009",30000000
Sresta,Venture - Series Unknown,—,"Dec 1, 2010",0
Greenko Group,Private Equity,"$46,300,000","Nov 25, 2009",3472500000
CoolJunk,Seed,"$120,000","Apr 11, 2012",9000000
DRS Warehouse,Private Equity,"$75,000,000","Mar 1, 2008",5625000000
Beams Hospital,Private Equity,"₹50,000,000","Dec 1, 2011",50000000
Sspdl,Post-IPO Equity,—,"Jun 1, 2007",0
Shree Ganesh Jewellery House,Venture - Series Unknown,—,"Jun 1, 2007",0
Pind Balluchi,Seed,"₹230,300,000","Dec 20, 2011",230300000
Omnitech InfoSolutions Ltd.,Venture - Series Unknown,"₹40,000,000","Jan 1, 2003",40000000
Mecklai Financial Services,Private Equity,"₹98,300,000","Jul 1, 2000",98300000
PVR Ltd,Venture - Series Unknown,"₹380,000,000","Mar 27, 2003",380000000
Greywater,Seed,"₹90,000,000","May 9, 2011",90000000
Keerthi Estates,Venture - Series Unknown,—,"Aug 1, 2011",0
Greenko Group,Post-IPO Equity,"£72,000,000","Jan 28, 2010",0
Devathon,Non-equity Assistance,—,"Jun 1, 2010",0
Air Works India Engineering,Series C,"$81,250,000","May 18, 2011",6093750000
Green Infra Ltd.,Private Equity,—,"Jun 1, 2008",0
Jumboking,Venture - Series Unknown,"₹7,500,000","Dec 1, 2007",7500000
HDIL,Venture - Series Unknown,—,"Jan 15, 2007",0
3DSoC,Series B,"$825,000","Aug 1, 2010",61875000
SML Isuzu,Post-IPO Equity,—,"Jan 1, 2003",0
DCM Hyundai,Private Equity,—,"Dec 1, 1994",0
Rohini Industrial Electricals,Private Equity,—,"Apr 1, 2008",0
myadcorner,Venture - Series Unknown,—,"Feb 9, 2012",0
Ziqitza Health Care,Venture - Series Unknown,"$1,500,000","Jul 31, 2007",112500000
TutorVista,Series C,"$19,000,000","Jun 23, 2009",1425000000
Just Dial,Venture - Series Unknown,"$10,000,000","Jun 6, 2011",750000000
E2E Networks,Seed,"$56,200","Jan 10, 2011",4215000
Rediff,Venture - Series Unknown,—,"Apr 4, 2000",0
Hippocampus Learning Centres,Series A,"$13,000,000","May 16, 2012",975000000
Kae Capital,Venture - Series Unknown,—,"Apr 26, 2012",0
Dixon Technologies,Venture - Series Unknown,"$9,350,000","Apr 28, 2008",701250000
iProf Learning Solutions,Series A,"$6,000,000","Mar 1, 2011",450000000
SEED Infotech,Venture - Series Unknown,"₹330,000,000","Nov 18, 2011",330000000
IMS Learning Resources,Private Equity,"₹250,000,000","Sep 1, 2009",250000000
HumanCloud,Seed,"$70,000","Mar 1, 2011",5250000
Dash,Venture - Series Unknown,"$12,100,000","Jul 1, 1999",907500000
Jana Small Finance Bank,Series B,"$10,000,000","Mar 7, 2010",750000000
Shopo,Seed,—,"Aug 17, 2011",0
BookMyShow,Seed,—,"Jan 1, 2007",0
Advant Group,Venture - Series Unknown,—,"Mar 30, 2012",0
Birla Power Solutions,Venture - Series Unknown,—,"Sep 1, 2006",0
Dhanuka Agritech,Private Equity,—,"Jan 1, 2010",0
Zvents,Series A,"$7,000,000","Nov 7, 2006",525000000
Gateway Rail Freight,Private Equity,"₹3,000,000,000","Nov 13, 2009",3000000000
Dr. Reddy’s Laboratories,Post-IPO Equity,"$6,000,000","Dec 1, 2001",450000000
FIRE Luxur Developers,Venture - Series Unknown,—,"Oct 1, 2009",0
Axpert Media,Private Equity,"₹300,000","Mar 31, 1922",300000
Orbit Corporation,Post-IPO Equity,—,"Jun 25, 2009",0
South Asian Petrochem,Private Equity,"$13,000,000","Dec 1, 2007",975000000
BMA Wealth Creators,Venture - Series Unknown,—,"May 25, 2011",0
SINEWAVE,Venture - Series Unknown,—,"May 11, 2007",0
Aurangabad Electricals Limited,Private Equity,"₹451,200,000","Mar 1, 2006",451200000
Fairkraft Creations,Venture - Series Unknown,"₹121,200,000","Aug 13, 2007",121200000
Nazara Technologies,Series A,"$1,500,000","Oct 19, 2005",112500000
Nazara Technologies,Series B,"$7,000,000","Dec 27, 2007",525000000
Mars Hospitality Group,Venture - Series Unknown,"₹148,500,000","Dec 1, 2001",148500000
VerSe Innovation,Venture - Series Unknown,"₹285,920,000","Feb 7, 2011",285920000
Vortex Engineering,Venture - Series Unknown,—,"Dec 1, 2011",0
Asianet Communications,Private Equity,"₹66,000,000","Mar 1, 2005",66000000
KOOH Sports,Seed,—,"Jul 30, 2011",0
Triesta Sciences,Venture - Series Unknown,"₹4,400,000","Jan 1, 2006",4400000
Beacon Hotels,Venture - Series Unknown,—,"Sep 1, 2007",0
Oriental Cuisines Pvt Ltd.,Private Equity,"$20,000,000","Jan 1, 2007",1500000000
Etown India Services,Seed,"$110,000","Mar 15, 2012",8250000
mobME Solutions,Angel,"$200,000","Dec 1, 2006",15000000
BECC,Equity Crowdfunding,—,"May 4, 2009",0
Zivame.com,Series A,"$3,000,000","Mar 14, 2012",225000000
Larsen & Toubro,Private Equity,—,"Feb 1, 2006",0
Global Talent Track,Venture - Series Unknown,—,"Jan 14, 2009",0
Escorts,Post-IPO Equity,"₹750,000,000","Mar 26, 2007",750000000
GVK Energy,Private Equity,"₹6,980,000,000","Dec 16, 2010",6980000000
PressConnect,Seed,"$500,000","Jan 1, 2012",37500000
NSL Renewable Power,Venture - Series Unknown,"$20,000,000","Jan 1, 2011",1500000000
goTaja.com,Seed,—,"Jan 1, 2010",0
Financial Software & Systems,Series B,"$10,000,000","Mar 5, 2004",750000000
International Print - O - Pac Limited,Private Equity,"$12,000,000","Jan 7, 2007",900000000
Shringar Films,Venture - Series Unknown,"₹127,600,000","Apr 1, 2010",127600000
SunRise Group of International Technology,Angel,"$200,000","Dec 20, 2008",15000000
Gobardanga Charulata,Venture - Series Unknown,—,"May 15, 1990",0
Spear Logistics,Private Equity,"₹70,000,000","Mar 29, 2012",70000000
Kaiinos,Non-equity Assistance,—,"Jun 1, 2011",0
Axis Bank,Post-IPO Equity,"₹1,700,000,000","Oct 8, 2003",1700000000
Suvidhaa,Series C,"$12,000,000","Nov 16, 2011",900000000
Granules India,Post-IPO Equity,—,"Sep 1, 2005",0
SEW Infrastructure,Private Equity,"₹1,520,000,000","Apr 5, 2010",1520000000
Force Fitness India,Venture - Series Unknown,—,"Nov 4, 2011",0
UTS,Private Equity,—,"Feb 11, 2011",0
IIHT,Venture - Series Unknown,—,"Nov 1, 2005",0
Ittiam Systems (Pvt),Series A,"$5,000,000","Jan 1, 2001",375000000
Nova IVF Fertility,Venture - Series Unknown,—,"Jan 1, 2010",0
Visa Power,Private Equity,"₹5,000,000,000","Jul 1, 2011",5000000000
Cleartrip,Venture - Series Unknown,"$8,000,000","Dec 12, 2006",600000000
Meru Cabs,Venture - Series Unknown,—,"Feb 1, 2007",0
Netmagic Solutions,Series B,"$20,000,000","Feb 12, 2008",1500000000
Lokhandwala Infrastructure,Venture - Series Unknown,—,"Oct 1, 2010",0
Kreeda Games,Series B,"$1,500,000","Jun 1, 2008",112500000
Sresta,Private Equity,"$15,000,000","Dec 7, 2011",1125000000
Vserv,Series A,"$3,000,000","Jul 20, 2011",225000000
Cashpor Micro Credit,Debt Financing,"$7,000,000","Apr 5, 2011",525000000
ButterFly Media,Angel,—,"Feb 5, 2009",0
Azure Power,Series A,—,"Nov 18, 2008",0
SSI Education,Private Equity,"$185,000,000","Dec 1, 2007",13875000000
IDEB Parkway Holdings,Venture - Series Unknown,—,"Sep 1, 2008",0
Drishtee Development and Communication Ltd.,Seed,"$1,000,000","Sep 20, 2006",75000000
Celetron International,Private Equity,"$48,000,000","May 22, 2001",3600000000
Mahindra Rise,Post-IPO Equity,—,"Feb 1, 2008",0
Plexion Technologies,Pre-Seed,"₹10,000,000","Jan 1, 2000",10000000
Pride Purple Group,Venture - Series Unknown,—,"Apr 11, 2007",0
Tejas Networks India,Series B,"$6,600,000","Feb 11, 2002",495000000
Hythro Power Corp,Private Equity,—,"Jan 1, 2005",0
Thyrocare Technologies,Venture - Series Unknown,—,"May 30, 2006",0
Indo Schöttle,Venture - Series Unknown,"₹560,200,000","Jul 1, 2008",560200000
John Energy,Venture - Series Unknown,"₹1,000,000,000","Apr 2, 2010",1000000000
Comat Technologies,Series B,"$6,000,000","Nov 26, 2007",450000000
Cogknit Semantics,Seed,—,"Jan 1, 2010",0
MEDALL,Private Equity,"$20,000,000","Aug 4, 2009",1500000000
Applied Mobile Lab,Venture - Series Unknown,"$1,000,000","May 29, 2012",75000000
Elbit Medical Diagnostics,Venture - Series Unknown,—,"Jun 1, 2006",0
Eye-Q,Series B,—,"Oct 10, 2011",0
Karaikal Port Private,Private Equity,—,"Mar 5, 2010",0
ING Vysya Bank,Post-IPO Equity,"$5,000,000","Jan 1, 2003",375000000
Clove Dental,Series A,—,"Apr 26, 2012",0
Bartronics India,Venture - Series Unknown,—,"Aug 1, 2005",0
Sovereign Developers and Infrastructure,Funding Round,—,"Sep 1, 2009",0
ConnectAbank,Angel,—,"Jan 1, 2012",0
Deepak Cables,Venture - Series Unknown,"₹2,000,000,000","Dec 16, 2008",2000000000
Algorhythm Tech,Venture - Series Unknown,—,"Jul 14, 2010",0
Trimax IT Infrastructure & Services,Series B,"$10,000,000","Oct 6, 2010",750000000
Milk Mantra,Series A,"$5,000,000","Feb 2, 2011",375000000
First Leasing Company of India,Private Equity,—,"Jun 1, 1995",0
BankBazaar.com,Series A,"$6,000,000","Mar 18, 2011",450000000
shopatplaces,Seed,"$33,000","May 1, 2012",2475000
SLS Power,Venture - Series Unknown,—,"Sep 1, 2011",0
Shriram SEPL Composites,Private Equity,—,"Jun 26, 2008",0
Dunar,Private Equity,"₹500,000,000","Mar 13, 2012",500000000
InMobi,Series A,"$7,100,000","Jan 1, 2008",532500000
BlueStone,Series A,"$5,000,000","Jan 24, 2012",375000000
iYogi,Series C,"$15,000,000","Jan 6, 2010",1125000000
HistoryFile,Seed,"$6,000","Jul 25, 2008",450000
